Purchases Discounts,Discounts taken by merchants in return for prompt payment for MERCHANDISE purchased for resale.
Purchases Returns and Allowances,"A CONTRA ACCOUNT used under the PERIODIC INVENTORY SYSTEM to accumulate CASH refunds, credits on ACCOUNT, and other allowances made by suppliers for unsatisfactory or incorrect MERCHANDISE that was originally purchased for resale."
Push-Down Accounting,Method of ACCOUNTING in which the values that arise from an acquisition are transferred or pushed down to the accounts of an acquired company.
Puts,A put is an option to sell a certain number of shares of stock at a stated price within a certain period. The gain or loss on a put is short or long term depending on the holding period of the stock involved.
Qualified Opinion,"AUDIT opinion that states, except for the effect of a matter to which a qualification relates, the FINANCIAL STATEMENTS are fairly presented in accordance with GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP). The AUDITOR is required to qualify when there is a scope limitation."
Qualitative,"Relating to quality, especially as distinguished from quantity or amount."
Qualitative Analysis,Analysis that evaluates important factors that cannot be precisely measured.
Quality,An operating environment in which a company’s product or service meets a customer’s specifications the first time it is produced or delivered.
Quantitative Analysis,Analysis dealing with measurable factors as distinguished from such QUALITATIVE considerations as the character of management or the state of employee morale.
Quantity,An amount or number.
Quarter,Three-month intervals of the year.
Quarterly Reports,Another term for INTERIM FINANCIAL STATEMENTS.
Quasi-Reorganization,"Type of reorganization in which, with shareholder approval, the management revalues ASSETS and eliminates the DEFICIT (increased by asset devaluations if any) by charging it to other EQUITY accounts without the creation of a new corporate entity or without court intervention."
Quick Assets,"Assets that are or are expected to be converted into CASH in the near term: cash, accounts receivable, SHORT-TERM INVESTMENTS."
Quick Ratio,The relationship of a company’s QUICK ASSETS to its current liabilities.
R&D,Research is a planned activity aimed at discovery of new knowledge with the hope of developing new or improved products and services. Development is the translation of research findings into a plan or design of new or improved products and services.
Rate of Return,"The amount of PROFIT or INTEREST earned on an INVESTMENT, usually expressed as a percentage, such as an interest; the COST OF CAPITAL; the cost of money."
Ratio Analysis,Comparison of actual or projected data for a particular company to other data for that company or industry in order to analyze trends or relationships.
Raw Material,Something in its natural state that will be used in a manufacturing process.
Raw Materials Inventory Account,Another term for MATERIALS INVENTORY ACCOUNT.
Real Estate,"Piece of land and all physical property related to it, including houses, fences, landscaping, and all rights to the air above and earth below the property."
Real Estate Investment Trust (REIT),"Investor-owned TRUST which invests in real estate and, instead of paying income tax on its income, reports to each of its owners his or her pro rata share of its income for inclusion on their income tax returns. This unique trust arrangement is specifically provided for in the INTERNAL REVENUE CODE."
Real Estate Mortgage Investment Conduit (REMIC),"An entity that holds a fixed pool of mortgages and issues multiple classes of interests in itself to investors. A qualified REMIC is generally taxed like a partnership, unless it takes contributions after its start up day or engages in a prohibited transaction."
Real Income,"Income of an individual, group, or country adjusted for changes in purchasing power caused by INFLATION."
Real Interest Rate,Current INTEREST RATE minus INFLATION RATE.
Real Property,"LAND and improvements, including buildings and PERSONAL PROPERTY, that is permanently attached to the land or customarily transferred with the land."
Real Rate of Return,RETURN on an INVESTMENT adjusted for INFLATION.
Realization,"Conversion into CASH, as happens in the sale of asset."
Realized Profit (or Loss),PROFIT or LOSS resulting from the sale or other disposal of a SECURITY.
Reasonable Assurance,Management's assessment of the effectiveness of internal control over financial reporting is expressed at the level of reasonable assurance. It includes the understanding that there is a remote likelihood that material misstatements will not be prevented or detected on a timely basis. It is a high level of assurance.
Rebate,"In lending, UNEARNED INTEREST refunded to a borrower if the LOAN is paid off before MATURITY."
Recapitalization,An internal reorganization of a corporation including a rearrangement of the capital structure by changing the kind of stock or the number of shares outstanding or issuing stock instead of bonds. It is distinguished from most other types of reorganization because it involves only one corporation and is usually accomplished by the surrender by shareholders of their securities for other stock or securities of a different type.
Receivable Turnover,A ratio for measuring the relative size of a company’s accounts receivable and the success of its CREDIT and collection policies during an accounting period.
Receivables,Amounts of money due from customers or other DEBTORS.
Recession,"Downturn in economic activity, defined by many economists as at least two consecutive quarters of decline in a country’s gross national product."
Reconcile,To resolve.
Reconciliation,Comparison of two numbers to demonstrate the basis for the difference between them.
Recovery,"Period in a business cycle when economic activity picks up and the gross national product grows, leading into the expansion phase of the cycle."
Red Herring,"Pre-release PROSPECTUS offering. An announcement of a future issuance of SECURITIES, given restricted circulation during the waiting period of 20 days or other specified period between the filing of a registration statement with the SEC and the effective date of the statement. A red herring is not an offer to sell or the solicitation of an offer to buy."
Redemption Value,Price to be paid by an ENTITY to retire its BONDS or PREFERRED STOCK.
Refinancing Agreement,"Arrangement to provide funding to replace existing financing, the most common being a refinance of a home MORTGAGE."
Refunding,"Replacing an old DEBT with a new one, often in order to lower the INTEREST costs of the issuer."
Registrar,Agency responsible for keeping track of the owners of bonds and the issuance of stock.
Regression Analysis,"Statistical technique used to establish the relationship of a dependent variable, such as the sales of a COMPANY, and one or more independent variables, such as family formations, gross national product, per capita income, and other economic indicators."
Regressive Rate,Rate that decreases as the calculation base increases. Often used to describe taxes where the TAX rate paid decreases as the TAXABLE INCOME increases.
Regulated Investment Company (RIC),"Commonly called a MUTUAL FUND, this is a domestic corporation that acts as an investment agent for its shareholders by typically investing in government and corporate securities and distributing the DIVIDENDS andINTEREST income earned from such investments. In order to be considered a RIC a CORPORATION must make an irrevocable election tax election in order to be treated as one."
Reinsurance,Process by which an insurance company obtains insurance on its insurance claims with other insurers in order to spread the risk.
Reinvestment Rate,RATE OF RETURN resulting from the reinvestment of the INTEREST from a BOND or other fixed-income SECURITY.
REIT,"Investor-owned TRUST which invests in real estate and, instead of paying income tax on its income, reports to each of its owners his or her pro rata share of its income for inclusion on their income tax returns. This unique trust arrangement is specifically provided for in the INTERNAL REVENUE CODE."
Related Party Transaction,"Business or other transaction between persons who do not have an arm's-length relationship (e.g., a relationship with independent, competing interests). The most common is between family members or controlled entities. For tax purposes, these types of transactions are generally subject to a greater level of scrutiny."
Relevant Assertions,Assertions that have a meaningful bearing on whether the account is fairly stated.
REMIC,"An entity that holds a fixed pool of mortgages and issues multiple classes of interests in itself to investors. A qualified REMIC is generally taxed like a partnership, unless it takes contributions after its start up day or engages in a prohibited transaction."
Reorganization,This is a change in the businesses capital arrangements. If for a CORPORATION there are seven statutory options for reorganization that would cause the corporation and shareholders to not recognize any GAIN or LOSS on the exchange of stock.
Repairs,EXPENDITURES made in order to keep property in good condition but that do not appreciably prolong the life or increase the value of the property.
Replacements,EXPENDITURES for making good or whole the portions of property that have deteriorated through use or have been destroyed through accident.
Report,"An oral or written description of something, such as a book, event, or situation."
Report Release Date,The date the company's financial statements are issued.
Repos,Agreement whereby an institution purchases SECURITIES under a stipulation that the seller will repurchase the securities within a certain time period at a certain price.
Repurchase Agreement (Repos),Agreement whereby an institution purchases SECURITIES under a stipulation that the seller will repurchase the securities within a certain time period at a certain price.
Required Rate of Return,RETURN required by investors before they will commit money to an INVESTMENT at a given level of risk.
Rescind,Cancel a CONTRACT agreement.
Research and Development (R&D),Research is a planned activity aimed at discovery of new knowledge with the hope of developing new or improved products and services. Development is the translation of research findings into a plan or design of new or improved products and services.
Research and Development Costs,The EXPENSE of FUNDING RESEARCH AND DEVELOPMENT (R&D).
Reserve,ACCOUNT used to earmark a portion of EQUITY or fund balance to indicate that it is not available for expenditure. An obsolete term in the United States. More commonly used in Europe.
Resident Alien,"This is an individual that is not a citizen, but who has a residence in the United States. They are taxed on all of their INCOME worldwide in the same manner a citizen of the United States is."
Residual Value,"The estimated NET scrap, salvage, or trade-in value of a TANGIBLE ASSET at the estimated date of disposal."
Restricted Assets,Cash or other ASSETS whose use in whole or in part is restricted for specific purposes bound by virtue of contracted agreements.
Restricted Fund,Fund established to account for assets whose income must be used for purposes established by donors or grantors of such ASSETS.
Restructuring,"Reorganization within an entity. Restructuring may occur in the form of changing the components of CAPITAL, renegotiating the terms of DEBT agreements, etc."
Retail Method,"A way of estimating INVENTORY, used in retail business."
Retained Earnings,Accumulated undistributed earnings of a company retained for future needs or for future distribution to its owners.
Retained Earnings Account,The ACCOUNT that reflects the stockholders’ claim to the assets earned from operations and reinvested in corporate operations.
Retire,"To take something, such as a BOND, out of circulation."
Return,"PROFIT on a securities or capital INVESTMENT, usually expressed as an annual percentage rate."
Return on Assets,"A measurement of a company’s PROFITABILITY or overall earning power, that is, how efficiently a company uses its assets to produce INCOME. It is found by dividing INCOME by average total assets."
Return on Equity,A measurement of PROFITABILITY that relates the amount earned by a business to the stockholders’ investments in the business. It is found by dividing NET INCOME by average OWNER'S EQUITY.
Return on Investment (ROI),Ratio measure of the profits achieved by a firm through its basic operations. An indicator of management's general effectiveness and efficiency. The simplest version is the ratio of NET INCOME to total ASSETS.
Return on Sales,NET pretax profits as a percentage of NET SALES. A useful measure of overall operational efficiency when compared with the prior periods or with other companies in the same line of business.
Revenue Recognition,Method of determining whether or not income has met the conditions of being earned and realized or is realizable.
Revenues,"Sales of products, merchandise, and services; and earnings from INTEREST, DIVIDEND, rents."
Review,"Accounting service that provides some assurance as to the reliability of financial information. In a review, a CERTIFIED PUBLIC ACCOUNTANT (CPA) does not conduct an examination under GENERALLY ACCEPTED AUDITING STANDARDS (GAAS)."
Review Engagement,Agreement between a CERTIFIED PUBLIC ACCOUNTANT (CPA) and his or her client to perform a review.
Review Report,See Accountants' Report
RIC,"Commonly called a MUTUAL FUND, this is a domestic corporation that acts as an investment agent for its shareholders by typically investing in government and corporate securities and distributing the DIVIDENDS and INTEREST income earned from such investments. In order to be considered a RIC a CORPORATION must make an irrevocable election tax election in order to be treated as one."
Right of Rescission,Right granted by the Federal Consumer Credit Protection Act of 1968 to void a CONTRACT within three business days with full refund of any down payment and without penalty.
Right to Setoff,"DEBTOR'S legal right, to discharge all or a portion of the DEBT owed to another party by applying against the debt an amount that the other party owes to the debtor."
Risk,Measurable possibility of losing or not gaining value.
Risk Averse,"Term referring to the assumption that, given the same RETURN and different RISK alternatives, a rational investor will seek the SECURITY offering the least risk."
Risk Management,Process of identifying and monitoring business risks in a manner that offers a RISK / RETURN relationship that is acceptable to an entity's operating philosophy.
Risk-Adjusted Discount Rate,"In portfolio theory and capital budget analysis, the rate necessary to determine the PRESENT VALUE of an uncertain or risky stream of INCOME; it is the RISK-free rate plus a risk premium that is based on an analysis of the risk characteristics of the particular INVESTMENT or project."
ROI,Ratio measure of the profits achieved by a firm through its basic operations. An indicator of management's general effectiveness and efficiency. The simplest version is the ratio of NET INCOME to total ASSETS.
Routine Transactions,Recurring financial activities reflected in the accounting records in the normal course of business.
S Corporation,"A CORPORATION which, under the INTERNAL REVENUE CODE, is generally not subject to federal income taxes. Instead, taxable income of the corporation is passed through to its stockholders in a manner similar to that of a PARTNERSHIP."
Safe Harbor Rule,"Concept in statutes and regulations whereby a person who meets listed requirements will be preserved from adverse legal action. Frequently, safe harbors are used where a legal requirement is somewhat ambiguous and carries a risk of punishment for an unintended violation."
Sale,Any exchange of goods or services for money.
Sale-Leaseback Transaction,Sale of property by a seller who simultaneously leases the property back from the purchaser.
Sales Discount,A discount that is given to a buyer for early payment for a sale made on CREDIT.
Sales Tax,A TAX that is levied by a state or city government on the retail sale of goods and services.
Salvage Value,Selling price assigned to retired FIXED ASSETS or merchandise unsalable through usual channels.
SAS,Statements issued by the Accounting Standards Board of the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA).
Savings Bond,"U.S. government BOND issued in face value denominations ranging from $50 to $10,000."
Seasonality,"Variations in business or economic activity that recur with regularity as the result of changes in climate, holidays, and vacations."
SEC,Agency authorized by the United States Congress to regulate the financial reporting practices of most public corporations.
SEC Filings,"Financial and informational DISCLOSURES required by the SEC in order to comply with certain sections of the Securities Act of 1933 and the Securities and Exchange Act of 1934. Some of the more common filings that publicly owned companies must submit are the FORM 10-K, FORM 10-Q and FORM 8-K."
SEC Registration Statement,"DISCLOSURE document that must be filed with the SEC in connection with a public offering of SECURITIES, unless the offering is exempt."
Secondary Market,"EXCHANGES and OVER-THE-COUNTER markets where securities are bought and sold subsequent to original issuance, which took place in the primary MARKET."
Secured Bond,A BOND that gives the bondholders a pledge of certain company assets as a guarantee of repayment.
Secured Debt,DEBT guaranteed by the pledge of assets or other COLLATERAL.
Securities and Commodities Exchanges,"Organized, national EXCHANGES where securities, options, and futures contracts are traded by members for their own accounts and for the accounts of customers."
Securities and Exchange Commission (SEC),Agency authorized by the United States Congress to regulate the financial reporting practices of most public corporations.
Securities Industry Association (SIA),Trade group that represents broker-dealers.
Securitization,"Source of financing whereby an entity's ASSETS (typically mortgage loans, lease obligations or other types of RECEIVABLES) are placed in a special purpose vehicle that issues SECURITIES collateralized by such assets."
Security,Any kind of transferable certificate of ownership including EQUITY SECURITIES and DEBT SECURITIES.
Security Interest,Legal interest of one person in the property of another to assure performance of a second person under a contract.
Self Employment Tax,"Most individuals that are in business for themselves, such as SOLE PROPRIETORS, PARTNERS or independent contractor, are subject to self employment taxes. The taxes provide coverage for the self employed individual for social security (OASDI) and Medicare benefits (HI) similar to the taxes withheld by employers from wages it pays the employees."
Sell Out,LIQUIDATION of a MARGIN ACCOUNT by a broker after a margin call has failed to produce additional EQUITY to bring the margin to the required level.
"Selling, General, and Administrative (SG&A) Expenses",Grouping of expenses reported on a company’s PROFIT and LOSS statement between COST OF GOODS SOLDand INCOME deductions.
Sensitivity Analysis,Study measuring the effect of a change in a variable on the RISK or PROFITABILITY of an INVESTMENT.
SEP Plan,PENSION plan in which both the employee and the employer contribute to an INDIVIDUAL RETIREMENT ACCOUNT (IRA).
Separate Entity,"A business that is treated as distinct from its creditors, customers, and owners."
Serial Bond,"BOND ISSUE, usually of a municipality, with various maturity dates scheduled at regular intervals until the entire issue is retired."
Settlement Method,Method of ACCOUNTING for SECURITIES whereby transactions are recorded on the date the securities settle by the delivery or receipt of securities and the receipt or payment of cash.
SFAS,Statements issued by the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB).
Share,Unit of EQUITY in a CORPORATION.
Shareholder,Owner of one or more shares of stock in a CORPORATION.
Shares Authorized,Number of shares of stock provided for in the articles of INCORPORATION of a COMPANY.
Shares Outstanding,The number of shares in a COMPANY that have been issued and remain in circulation.
Short Bond,"BOND with a short MATURITY; a somewhat subjective concept, but generally meaning two years or less."
Short Coupon,BOND INTEREST payment covering less than the conventional six-month period.
Short Interest,Total amount of shares of stock that have been sold short and have not yet been repurchased to close out short positions.
Short Sale,Sale of an item before it is purchased. A person entering into a short sale believes the price of the item will decline between the date of the short sale and the date he or she must purchase the item to deliver the item under the terms of the short sale.
Short-Term,Current; ordinarily due within one year.
Short-Term Debt,All DEBT obligations coming due within one year; show on a balance sheet as CURRENT LIABILITIES.
Short-Term Gain or Loss,"For TAX purposes, the PROFIT or LOSS realized from the sale of securities or other capital assets held six months or less."
Short-Term Investment,"The temporary INVESTMENT of excess CASH, intended to be held until needed to pay current OBLIGATIONS."
SIA,Trade group that represents broker-dealers.
Significant Accounts,"An account is significant if there is more than a remote likelihood that the account could contain misstatements that individually or when aggregated with others, could have a material effect on the financial statements, considering the risks of both overstatement and understatement."
Significant Deficiency,"A control deficiency or combination of control deficiencies, that adversely affects the company's ability to initiate, authorize, record, process or report external financial data reliably in accordance with GAAP such that there is more than a remote likelihood that a misstatement of the company's annual or interim financial statements that is more than inconsequential will not be prevented or detected."
Significant Findings or Issues,"Substantive matters that are important to the procedures performed, evidence obtained, or conclusions reached and include but are not limited to:1. significant matters;2. results of auditing procedures indicating a need for significant modification of planned auditing procedures;3. audit adjustments;4. disagreements among members of the engagement team;5. circumstances that cause difficulty in applying auditing procedures;6. significant changes in the assessed level of AUDIT RISK;7. matters that could result in modification of the AUDITORS' REPORT."
Simple Interest,INTEREST calculation based only on the original PRINCIPAL amount.
Simple Plans,"An employer may adopt a simplified retirement plan called a SIMPLE Plan (Savings incentive match plan for employees) if it has fewer than 100 employees that received at least $5,000 in compensation in the preceding year."
Simple Trust,"This type of TRUST is required to distribute all its income currently, whether or not the TRUSTEE actually does so, and it has no provision in the trust instrument for charitable contributions. It is to be distinguished from a COMPLEX TRUST. A trust may be a simple trust in one year and a complex trust in another year. In the year in which the trust distributes its corpus, it loses its classification as a simple trust."
Simplified Employee Pension (SEP) Plan,PENSION plan in which both the employee and the employer contribute to an INDIVIDUAL RETIREMENT ACCOUNT (IRA).
Single Audit Act,"The Single Audit Act of 1984 and the Single Audit Act Amendments of 1996 establish requirements for audits of states, local governments, and nonprofit organizations that administer federal financial assistance programs above a certain threshold."
Single-Premium Deferred Annuity (SPDA),"TAX-deferred INVESTMENT similar to an INDIVIDUAL RETIREMENT ACCOUNT (IRA), without many of the IRA restrictions."
Sinking Fund,Money accumulated on a regular basis in a separate custodial ACCOUNT that is used to redeem DEBT securities or PREFERRED STOCK issues.
Small Business Stock,"Noncorporate investors may exclude up to 50 percent of the GAIN they realize on the disposition of qualified small business stock issued after Aug. 10, 1993, and held for more than five years. The amount of gain eligible for the 50 percent exclusion is subject to per-issuer limits. In order to qualify for the EXCLUSION, the CORPORATIONissuing the stock must be a C Corporation (but excluding certain investment corporations) and it must use at least 80 percent of its assets in active conduct of one or more qualified trade or businesses. In addition, its gross assets cannot exceed $50 million."
Sole Proprietorship,See Proprietorship.
Solvency,State of being able to meet maturing OBLIGATIONS as they come due.
Solvent,Capable of paying one’s financial obligations.
SPDA,"TAX-deferred INVESTMENT similar to an INDIVIDUAL RETIREMENT ACCOUNT (IRA), without many of the IRA restrictions."
Special Assessment,Charge made by a local government for the cost of an improvement or service. It is usually levied on those who will benefit from the service.
Special Report,"A term applied to AUDITORS' REPORTS issued in connection with various types of financial presentations, including: FINANCIAL STATEMENTS that are prepared in conformity with a comprehensive basis of accountingother than generally accepted accounting principles. Specified elements, accounts or items of a financial statement. Compliance with aspects of contractual agreements or regulatory requirements related to audited financial statements. Financial presentations to comply with contractual agreements or regulatory provisions. Financial information presented in prescribed forms or schedules that require a prescribed form of auditor's reports."
Specialist,Member of a stock exchange who maintains a fair and orderly MARKET in one or more securities.
Specialized Mutual Fund,Fund that limits its investments to a particular sector of the marketplace.
Specific Identification Method,A way of pricing the cost of INVENTORY as coming from a specific purchase.
Speculation,Assumption of RISK in anticipation of gain but recognizing a higher than average possibility of LOSS.
Spinoff,"Transfer of all, or a portion of, a subsidiary's stock or other ASSETS to the stockholders of its PARENT COMPANYon a PRO RATA basis."
Split Offering,"New MUNICIPAL BOND ISSUE, part of which is represented by serial bonds and part by TERM MATURITYbonds."
Spot Market,MARKET for buying and selling COMMODITIES or financial instruments for immediate delivery and payment based on the settlement conventions of the particular market.
Spread,"Difference between two prices, usually a buying and selling price."
Spreadsheet,An ACCOUNTING or BOOKKEEPING application for use on a computer.
SSARS,Statements issued by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA) that specifically relate to REVIEWS and COMPILATIONS.
Standard,A widely known and accepted measurement or weight used as a basis for a system of measurements.
Standard Cost,"Realistic costs for direct materials, direct labor, and factory overhead that have been determined before they occur."
Standard Deduction,"Individual taxpayers who do not itemize their deductions are entitled to a standard deduction amount by which to reduce ADJUSTED GROSS INCOME in arriving at taxable income. The amount of the standard deduction varies by the type of the taxpayer and changes each year. A schedule of standard deductions is easily found in the instructions for the federal form 1040. Each state may also use a standard deduction format, but the amounts and computations differ from the federal and from state to state. Certain taxpayers may not be entitled to use the standard deduction. An example of this would be a married filing separate taxpayer. If one taxpayer itemizes then the other is required to by law even if the married filing separate taxpayer is unknowing of what is included on the spouses separate return. A reason for this might be the prevention of pooling and duplication of deductions."
Standard Deviation,Statistical measure of the degree to which an individual value in a probability distribution tends to vary from the mean of the distribution.
Start-Up Costs,"(1) Costs, excluding acquisition costs, incurred to bring a new unit into production. (2) Costs incurred to begin a business."
Stated Value,Per share amount set by the BOARD OF DIRECTORS to be placed in the CAPITAL STOCK account upon issuance of NO-PAR VALUE.
Statement,Summary for customers of the transactions that occurred over the preceding month.
Statement of Cash Flows,"One of the basic FINANCIAL STATEMENTS that isGENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP) required as part of a complete set of financial statements prepared in conformity with . It categorizes net cash provided or used during a period as operating, investing and financing activities, and reconciles beginning and ending cash and cash equivalents."
Statement of Cost of Goods Manufactured,A formal STATEMENT summarizing the flow of all manufacturing costs incurred during an accounting period.
Statement of Financial Accounting Standards (SFAS),Statements issued by the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB).
Statement of Financial Condition,"Basic FINANCIAL STATEMENT, usually accompanied by appropriate DISCLOSURES that describe the basis of ACCOUNTING used in its preparation and presentation as of a specified date, the entity's ASSETS, LIABILITIES and the EQUITY of its owners. Also known as BALANCE SHEET."
Statement of Owner’s Equity,"The financial STATEMENT that shows how and why an OWNER’S EQUITY, or capital, ACCOUNT has changed over s specific financial PERIOD."
Statements on Auditing Standards (SAS),Statements issued by the Accounting Standards Board of the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA).
Statements on Standards for Accounting and Review Services (SSARS),Statements issued by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA) that specifically relate to REVIEWS and COMPILATIONS.
Statute of Limitations,"This sets out the period within which actions may be brought upon claims or within which rights may be enforced. As it pertains to tax returns, the statute of limitations is generally three years from the date a return is due or filed."
Stepped Up Basis,"Generally, the basis of property acquired by INHERITENCE, BEQUEST or device from a DECENDANT is the FAIR MARKET VALUE of the property on the date of the decendant's death. Thus if the fair market value is more than the decedent's basis, a taxpayers basis in the property received is stepped-up."
Stock Compensation Plan,FRINGE BENEFIT that gives employees the option to purchase the employer's stock at a specified price during a specified period.
Stock Exchange,"Organized marketplace in which stocks, COMMON STOCK equivalents, and bonds are traded by members of the exchange, acting both as agents and principals."
Stock Market,General term referring to the organized trading of securities through the various EXCHANGES and the OVER-THE-COUNTER MARKET.
Stock Options,Right to purchase or sell a specified number of shares of stock at specified prices and times.
Stock Rights,1) Terminology
Stock Split,"a) Grant date - The date at which an employer and an employee reach a mutual understanding of the key terms and conditions of a share-based payment award. The employer becomes contingently obligated on the grant date to issue equity instruments or transfer assets to an employee who renders the requisite service. Awards made under an arrangement that is subject to shareholder approval are not deemed to be granted until that approval is obtained unless approval is essentially a formality (or perfunctory), for example, if management and the members of the board of directors control enough votes to approve the arrangement. Similarly, individual awards that are subject to approval by the board of directors, management, or both are not deemed to be granted until all such approvals are obtained. The grant date for an award of equity instruments is the date that an employee begins to benefit from, or be adversely affected by, subsequent changes in the price of the employer’s equity shares."
Stockholder,"b) Measurement Date – The date at which the equity share price and other pertinent factors, such as expectedvolatility, that enter into measurement of the total recognized amount of compensation cost for an award of share-based payment are fixed"
Stockholders’ Equity,"c) Fair value - The amount at which an asset (or liability) could be bought (or incurred) or sold (or settled) in a current transaction between willing parties, that is, other than in a forced or liquidation sale."
Straight-Line Depreciation,d) In the Money option - Option granted with an exercise price below the market price on the grant date
Straight-Line Percentage,e) Out of the Money option – Option granted with an exercise price above the market price.
Strike Price,f) Backdating
Subsequent Event,i) Exercise price is based on a lower share price prior to the option grant date. The practice of marking a document with a date that precedes the actual date.ii) Example – Option is approved by the board permits the stock to be priced based upon the lowest price in the past 30 days- permits options to be in the money when issued. Options are suppose to be issued at option price that is neutral at time of issuance.iii) May not be illegal if
Subsidiary,(1) Clearly communicated to shareholders(2) No documents forged(3) Reflected in earnings of the company
Sum-of-the-Years-Digits Method,(a) If under A PB 25 –the granting of in the money options resulted in recognition of compensation expense in earnings. If options were neutral or out of the money then. no compensation would be recognized(b) If under 123R expense is based upon fair value at grant date. and compensation is recognized it the earningsstatement
Surplus,g) Spring loading - Timing of option grants to take place before good news or after bad news is released
Surviving Spouse,i) Concerns about insider trading
Swap,h) Forward loading – Term used for setting the option grant date to occur after predicted fall in stock price or before predicted stock price increase
T Account,"The simplest form of an ACCOUNT, shaped like the letter T, in which increases and decreases in the account can be recorded."
Takeover,"The act or an instance of taking control of something, especially by force."
Tangible Asset,"ASSETS having a physical existence, such as cash, land, buildings, machinery, or claims on property, investments or goods in process."
Target Costing,"A pricing method that (1) identifies the price at which a product will be competitive in the marketplace, (2) identifies the minimum desired PROFIT to be made on the product, and (3) computes a target cost for the product by subtracting the desired profit from the competitive MARKET PRICE."
Tax,"Charge levied by a governmental unit on income, consumption, wealth, or other basis."
Tax Basis,"Original cost of an ASSET, less ACCUMULATED DEPRECIATION, that goes into the calculation of a GAIN  or LOSS for TAX purposes."
Tax Court,"The U.S. Tax Court is a legislative court functioning to adjudicate controversies between taxpayers and the IRS arising out of deficiencies assessed by the IRS for INCOME, GIFT, ESTATE, windfall profit and certain EXCISE TAXES. It has no jurisdiction over other taxes such as employment taxes. Various sales taxes and certain excise taxes."
Tax Credit for the Elderly and Disabled,"Taxpayers age 65 or older or those under 65 who are retired with permanent and total disability are eligible to claim a credit to reduce the amount of their tax liability. It is designed primarily to benefit those individuals who receive small amounts of retirement INCOME. Each taxpayer is allocated an initial base amount based on his or her filing status determining the credit. The base amount is then reduced by the amount of nontaxable income, or is phased out for taxpayers whose ADJUSTED GROSS INCOME exceeds certain levels."
Tax Lien,ENCUMBRANCE placed on property as security for unpaid taxes.
Tax Shelter,Arrangement in which allowable tax deductions or EXCLUSIONS result in the deferral of tax on INCOME that would otherwise be payable currently.
Tax Year,"The period used to compute a taxpayer's TAXABLE INCOME is tax year. It is an annual period that is either a calendar year , FISCAL YEAR or fractional part of a year for which the return is made."
Taxable Earnings,The amount of an employee’s earnings subject to a TAX.
Taxable Income,Taxable income is generally equal to a taxpayer's ADJUSTED GROSS INCOME during the TAX YEAR less any allowable EXEMPTIONS and deductions.
Taxable Municipal Bond,"Taxable DEBT obligation of a state or local government entity, an outgrowth of the Tax Reform Act of 1986."
Taxpayer Identification Number (TIN),"Any individual or other taxable entity that is required to file a return, statement or any other document with the IRSmust indicate his (or its) taxpayer identification number. For an individual, the social security number is used, and if you do not have a social security number, the IRS will assign you a TIN. A federal or employer ID number is assigned to other types of entities and will use that as their TIN."
Tenancy-in-Common,"Co-ownership of property. In a valid tenancy-in-common, a deceased co-owner's title passes to his or her heirs without being included in the estate of the deceased co-owner."
Term,Period of time during which the conditions of a CONTRACT will be carried out.
Term Loan,Loan for a specified time period.
Test,Criterion used to measure compliance with financial ratio requirements of indentures and other LOAN agreements.
Time Value,"Price put on the time an investor has to wait until an INVESTMENT matures, as determined by calculating the PRESENT VALUE of the investment at MATURITY."
Time Value of Money,The concept that CASH FLOWS of equal dollar amounts separated by a time interval have different present values because of the effect of compound INTEREST.
Timing of Tests of Control,"The AUDITOR must perform tests of controls over a period of time that is adequate to determine whether, as of the date specified in management's report, the controls necessary for achieving the objectives of the control criteria are operating effectively."
TIN,"Any individual or other taxable entity that is required to file a return, statement or any other document with the IRSmust indicate his (or its) taxpayer identification number. For an individual, the social security number is used, and if you do not have a social security number, the IRS will assign you a TIN. A federal or employer ID number is assigned to other types of entities and will use that as their TIN."
Tip,Information passed by one person to another as a basis for buy or sell action in a SECURITY.
Title,"The written evidence, such as a deed, that proves legal right of possession or control."
Ton,BOND traders’ jargon for $100 million.
Total Capitalization,"Capital structure of a COMPANY, including LONG-TERM DEBT and all forms of EQUITY."
Total Cost,"Sum of FIXED COSTS, semi-variable costs, and VARIABLE COSTS."
Total Direct Labor Cost Variance,The difference between the actual LABOR costs incurred and the standard labor costs for the good units produced.
Total Direct Materials Cost Variance,The difference between the actual materials costs incurred and the standard costs of those items.
Total Gain,Excess of the proceeds realized on the sale of either INVENTORY or noninventory goods.
Total Inventory Method,A lower-of-cost-or-market method of valuing INVENTORY.
Total Quality Management,An organizational environment in which all business functions work together to build quality into the firm’s products or services.
Trade,"Buying or selling goods and services among companies, states, or countries, called commerce."
Trade Date,"Date when a SECURITY transaction is entered into, to be settled on at a later date. Transactions involving financial instruments are generally accounted for on the trade date."
Trademark,"Distinctive name, symbol, motto, or emblem that identifies a product, service, or firm."
